user,item,rating,context factors
http://example.org/User#21,http://example.org/Restaurant#1,3.0,['http://example.org/ContextFactor#s2']
http://example.org/User#23,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#25,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#26,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#27,http://example.org/Restaurant#1,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#27,http://example.org/Restaurant#1,2.0,['http://example.org/ContextFactor#s2']
http://example.org/User#27,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#29,http://example.org/Restaurant#1,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#29,http://example.org/Restaurant#1,1.0,['http://example.org/ContextFactor#s2']
http://example.org/User#29,http://example.org/Restaurant#1,1.0,['http://example.org/ContextFactor#s3']
http://example.org/User#29,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#29,http://example.org/Restaurant#1,3.0,['http://example.org/ContextFactor#s5']
http://example.org/User#29,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#3,http://example.org/Restaurant#1,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#3,http://example.org/Restaurant#1,3.0,['http://example.org/ContextFactor#s4']
http://example.org/User#31,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#31,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#31,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#36,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#36,http://example.org/Restaurant#1,3.0,['http://example.org/ContextFactor#s2']
http://example.org/User#36,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#36,http://example.org/Restaurant#1,1.0,['http://example.org/ContextFactor#s4']
http://example.org/User#36,http://example.org/Restaurant#1,3.0,['http://example.org/ContextFactor#s5']
http://example.org/User#36,http://example.org/Restaurant#1,4.0,['http://example.org/ContextFactor#s6']
http://example.org/User#37,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#38,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#39,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#4,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#42,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#43,http://example.org/Restaurant#1,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#43,http://example.org/Restaurant#1,2.0,['http://example.org/ContextFactor#s2']
http://example.org/User#43,http://example.org/Restaurant#1,3.0,['http://example.org/ContextFactor#s3']
http://example.org/User#43,http://example.org/Restaurant#1,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#43,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#43,http://example.org/Restaurant#1,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#46,http://example.org/Restaurant#1,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#46,http://example.org/Restaurant#1,1.0,['http://example.org/ContextFactor#s2']
http://example.org/User#46,http://example.org/Restaurant#1,1.0,['http://example.org/ContextFactor#s3']
http://example.org/User#46,http://example.org/Restaurant#1,3.0,['http://example.org/ContextFactor#s4']
http://example.org/User#46,http://example.org/Restaurant#1,2.0,['http://example.org/ContextFactor#s5']
http://example.org/User#46,http://example.org/Restaurant#1,1.0,['http://example.org/ContextFactor#s6']
http://example.org/User#1,http://example.org/Restaurant#2,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#1,http://example.org/Restaurant#2,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#1,http://example.org/Restaurant#2,1.0,['http://example.org/ContextFactor#s2']
http://example.org/User#1,http://example.org/Restaurant#2,1.0,['http://example.org/ContextFactor#s3']
http://example.org/User#1,http://example.org/Restaurant#2,1.0,['http://example.org/ContextFactor#s4']
http://example.org/User#1,http://example.org/Restaurant#2,1.0,['http://example.org/ContextFactor#s5']
http://example.org/User#1,http://example.org/Restaurant#2,1.0,['http://example.org/ContextFactor#s6']
http://example.org/User#14,http://example.org/Restaurant#2,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#14,http://example.org/Restaurant#2,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#14,http://example.org/Restaurant#2,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#14,http://example.org/Restaurant#2,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#21,http://example.org/Restaurant#2,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#25,http://example.org/Restaurant#2,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#3,http://example.org/Restaurant#2,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#38,http://example.org/Restaurant#2,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#4,http://example.org/Restaurant#2,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#43,http://example.org/Restaurant#2,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#43,http://example.org/Restaurant#2,2.0,['http://example.org/ContextFactor#s2']
http://example.org/User#43,http://example.org/Restaurant#2,3.0,['http://example.org/ContextFactor#s3']
http://example.org/User#43,http://example.org/Restaurant#2,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#43,http://example.org/Restaurant#2,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#43,http://example.org/Restaurant#2,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#0,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s1']
http://example.org/User#0,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s2']
http://example.org/User#0,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s3']
http://example.org/User#0,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#1,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#1,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#3,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s1']
http://example.org/User#3,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s2']
http://example.org/User#3,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s3']
http://example.org/User#3,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#3,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s5']
http://example.org/User#3,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s6']
http://example.org/User#5,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s2']
http://example.org/User#9,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s1']
http://example.org/User#9,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s2']
http://example.org/User#9,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s3']
http://example.org/User#9,http://example.org/Restaurant#3,3.0,['http://example.org/ContextFactor#s4']
http://example.org/User#9,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s5']
http://example.org/User#9,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s6']
http://example.org/User#11,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#13,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#14,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#14,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#14,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#18,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#19,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#2,http://example.org/Restaurant#3,3.0,['http://example.org/ContextFactor#s1']
http://example.org/User#2,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s2']
http://example.org/User#2,http://example.org/Restaurant#3,2.0,['http://example.org/ContextFactor#s3']
http://example.org/User#2,http://example.org/Restaurant#3,2.0,['http://example.org/ContextFactor#s4']
http://example.org/User#2,http://example.org/Restaurant#3,3.0,['http://example.org/ContextFactor#s5']
http://example.org/User#2,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s6']
http://example.org/User#21,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#24,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#25,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#27,http://example.org/Restaurant#3,2.0,['http://example.org/ContextFactor#s2']
http://example.org/User#27,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#28,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s1']
http://example.org/User#29,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#29,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s2']
http://example.org/User#29,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s3']
http://example.org/User#29,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s4']
http://example.org/User#29,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s5']
http://example.org/User#29,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s6']
http://example.org/User#3,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#3,http://example.org/Restaurant#3,3.0,['http://example.org/ContextFactor#s2']
http://example.org/User#3,http://example.org/Restaurant#3,3.0,['http://example.org/ContextFactor#s3']
http://example.org/User#3,http://example.org/Restaurant#3,3.0,['http://example.org/ContextFactor#s5']
http://example.org/User#31,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#31,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#36,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#36,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s2']
http://example.org/User#36,http://example.org/Restaurant#3,2.0,['http://example.org/ContextFactor#s3']
http://example.org/User#36,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#36,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#36,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#37,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#37,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#38,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#39,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#39,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#39,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#39,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#4,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#41,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#43,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#43,http://example.org/Restaurant#3,2.0,['http://example.org/ContextFactor#s2']
http://example.org/User#43,http://example.org/Restaurant#3,3.0,['http://example.org/ContextFactor#s3']
http://example.org/User#43,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#43,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#43,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#44,http://example.org/Restaurant#3,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#47,http://example.org/Restaurant#3,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#47,http://example.org/Restaurant#3,3.0,['http://example.org/ContextFactor#s2']
http://example.org/User#47,http://example.org/Restaurant#3,3.0,['http://example.org/ContextFactor#s3']
http://example.org/User#47,http://example.org/Restaurant#3,3.0,['http://example.org/ContextFactor#s4']
http://example.org/User#47,http://example.org/Restaurant#3,2.0,['http://example.org/ContextFactor#s5']
http://example.org/User#47,http://example.org/Restaurant#3,2.0,['http://example.org/ContextFactor#s6']
http://example.org/User#49,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s1']
http://example.org/User#49,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s2']
http://example.org/User#49,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s3']
http://example.org/User#49,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#49,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s5']
http://example.org/User#49,http://example.org/Restaurant#3,4.0,['http://example.org/ContextFactor#s6']
http://example.org/User#1,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#1,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#1,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#1,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#1,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#2,http://example.org/Restaurant#4,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#7,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#11,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#21,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#25,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#29,http://example.org/Restaurant#4,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#29,http://example.org/Restaurant#4,1.0,['http://example.org/ContextFactor#s2']
http://example.org/User#29,http://example.org/Restaurant#4,1.0,['http://example.org/ContextFactor#s3']
http://example.org/User#29,http://example.org/Restaurant#4,2.0,['http://example.org/ContextFactor#s4']
http://example.org/User#29,http://example.org/Restaurant#4,2.0,['http://example.org/ContextFactor#s5']
http://example.org/User#29,http://example.org/Restaurant#4,2.0,['http://example.org/ContextFactor#s6']
http://example.org/User#3,http://example.org/Restaurant#4,3.0,['http://example.org/ContextFactor#s1']
http://example.org/User#3,http://example.org/Restaurant#4,2.0,['http://example.org/ContextFactor#s3']
http://example.org/User#31,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#31,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#32,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#32,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#33,http://example.org/Restaurant#4,4.0,['http://example.org/ContextFactor#s1']
http://example.org/User#33,http://example.org/Restaurant#4,4.0,['http://example.org/ContextFactor#s2']
http://example.org/User#33,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#33,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#33,http://example.org/Restaurant#4,4.0,['http://example.org/ContextFactor#s5']
http://example.org/User#33,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#34,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#35,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#36,http://example.org/Restaurant#4,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#36,http://example.org/Restaurant#4,2.0,['http://example.org/ContextFactor#s2']
http://example.org/User#36,http://example.org/Restaurant#4,1.0,['http://example.org/ContextFactor#s3']
http://example.org/User#36,http://example.org/Restaurant#4,3.0,['http://example.org/ContextFactor#s4']
http://example.org/User#36,http://example.org/Restaurant#4,3.0,['http://example.org/ContextFactor#s5']
http://example.org/User#36,http://example.org/Restaurant#4,3.0,['http://example.org/ContextFactor#s6']
http://example.org/User#37,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#38,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#4,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#43,http://example.org/Restaurant#4,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#43,http://example.org/Restaurant#4,2.0,['http://example.org/ContextFactor#s2']
http://example.org/User#43,http://example.org/Restaurant#4,3.0,['http://example.org/ContextFactor#s3']
http://example.org/User#43,http://example.org/Restaurant#4,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#43,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#43,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#44,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#46,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#46,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#46,http://example.org/Restaurant#4,4.0,['http://example.org/ContextFactor#s3']
http://example.org/User#46,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#46,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#46,http://example.org/Restaurant#4,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#0,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#0,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#0,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#1,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#1,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#1,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#2,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s1']
http://example.org/User#4,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#4,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#5,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s5']
http://example.org/User#6,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#7,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#7,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#7,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#7,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#9,http://example.org/Restaurant#5,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#9,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s2']
http://example.org/User#9,http://example.org/Restaurant#5,1.0,['http://example.org/ContextFactor#s3']
http://example.org/User#9,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#9,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#9,http://example.org/Restaurant#5,1.0,['http://example.org/ContextFactor#s6']
http://example.org/User#1,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#1,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#1,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#1,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#1,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s5']
http://example.org/User#1,http://example.org/Restaurant#5,3.0,['http://example.org/ContextFactor#s6']
http://example.org/User#11,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#12,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s1']
http://example.org/User#13,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#14,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#16,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#17,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#19,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#2,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#2,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s2']
http://example.org/User#2,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s3']
http://example.org/User#2,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#2,http://example.org/Restaurant#5,3.0,['http://example.org/ContextFactor#s5']
http://example.org/User#2,http://example.org/Restaurant#5,3.0,['http://example.org/ContextFactor#s6']
http://example.org/User#21,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#23,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#24,http://example.org/Restaurant#5,2.0,['http://example.org/ContextFactor#s2']
http://example.org/User#25,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#26,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#26,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#27,http://example.org/Restaurant#5,2.0,['http://example.org/ContextFactor#s2']
http://example.org/User#29,http://example.org/Restaurant#5,3.0,['http://example.org/ContextFactor#s1']
http://example.org/User#29,http://example.org/Restaurant#5,3.0,['http://example.org/ContextFactor#s2']
http://example.org/User#29,http://example.org/Restaurant#5,3.0,['http://example.org/ContextFactor#s3']
http://example.org/User#29,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#29,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#29,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s6']
http://example.org/User#3,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#3,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s2']
http://example.org/User#3,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#3,http://example.org/Restaurant#5,3.0,['http://example.org/ContextFactor#s5']
http://example.org/User#3,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s6']
http://example.org/User#31,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s1']
http://example.org/User#31,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#31,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#32,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#32,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s6']
http://example.org/User#35,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#36,http://example.org/Restaurant#5,1.0,['http://example.org/ContextFactor#s1']
http://example.org/User#36,http://example.org/Restaurant#5,1.0,['http://example.org/ContextFactor#s2']
http://example.org/User#36,http://example.org/Restaurant#5,1.0,['http://example.org/ContextFactor#s3']
http://example.org/User#36,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s4']
http://example.org/User#36,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s5']
http://example.org/User#36,http://example.org/Restaurant#5,4.0,['http://example.org/ContextFactor#s6']
http://example.org/User#37,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s2']
http://example.org/User#37,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s3']
http://example.org/User#37,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s4']
http://example.org/User#38,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s5']
http://example.org/User#38,http://example.org/Restaurant#5,5.0,['http://example.org/ContextFactor#s6']
